ID,casrn,dtxsid,name,countgen,PODgen,PODgen GSD2total,PODgen GSD2final,Prob. RfDgen [mg/kg-d],HDM10%gen [mg/kg-d],HDM10%gen GSD2,countrd,PODrd,PODrd GSD2total,PODrd GSD2final,Prob. RfDrd [mg/kg-d],HDM10%rd [mg/kg-d],HDM10%rd GSD2
5262,68227-46-3,DTXSID3028421,"2-Ethylhexyl ((3-((2-(dimethylamino)ethoxy)carbonyl)amino)-4-methylphenyl)carbamate, 2-hydroxy-propanoic acid salt",3,2.82E-01,6.61,7.97,3.07E-04,8.07E-02,9.93,2,5.16E-01,6.62,11.77,4.37E-04,1.48E-01,14.20
5263,68227-78-1,DTXSID8071300,"2-Naphthalenecarboxamide, N-(5-chloro-2-methylphenyl)-3-hydroxy-4-[[2-methoxy-5-[(phenylamino)carbonyl]phenyl]azo]-",11,2.48E+02,2.39,7.97,2.70E+00,7.10E+01,9.93,3,2.58E+02,5.06,11.77,2.19E-01,7.39E+01,14.20
5264,68259-02-9,DTXSID50889963,"2,7-Naphthalenedisulfonic acid, 4-amino-6-[2-[5-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]-2-sulfophenyl]diazenyl]-3-[2-(2,5-disulfophenyl)diazenyl]-5-hydroxy-, sodium salt (1:5)",1,9.56E+00,17.22,17.22,6.25E-03,2.74E+00,20.29,3,2.58E+02,4.70,11.77,2.19E-01,7.39E+01,14.20
5265,68259-05-2,DTXSID00887313,"Benzoic acid, 3,3'-[(2,5-dimethyl-1,4-phenylene)bis[iminocarbonyl(2-hydroxy-3,1-naphthalenediyl)-2,1-diazenediyl]]bis[4-methyl-, 1,1'-bis(2-chloroethyl) ester",4,1.91E+02,5.44,7.97,6.95E-01,5.48E+01,9.93,4,2.58E+02,4.08,11.77,7.29E-01,7.39E+01,14.20
5266,6829-22-7,DTXSID8064482,"14H-Benz[4,5]isoquino[2,1-a]perimidin-14-one",,,,,,,,5,2.07E+02,3.88,11.77,5.85E-01,5.93E+01,14.20
5267,68299-15-0,DTXSID1071400,"Stannane, dioctylbis[(1-oxoneodecyl)oxy]-",,,,,,,,6,6.76E+00,3.80,11.77,1.91E-02,1.94E+00,14.20
5268,68307-94-8,DTXSID90894495,"Phosphoric acid, mono- and di-C6-10-alkyl esters",,,,,,,,9,1.14E+02,3.39,11.77,3.23E-01,3.27E+01,14.20
5269,68308-30-5,DTXSID7097648,"Fatty acids, montan-wax, stearyl esters",,,,,,,,6,2.58E+02,3.73,11.77,7.29E-01,7.39E+01,14.20
5270,68308-34-9,DTXSID7028435,Shale oils,,,,,,,,4,2.93E+01,4.21,11.77,8.28E-02,8.39E+00,14.20
5271,68308-61-2,DTXSID0097663,"Polyphosphoric acids, esters with castor oil",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,3,1.62E+02,4.89,11.77,1.38E-01,4.65E+01,14.20
5272,68308-74-7,DTXSID2028438,"Amides, tall-oil fatty, N,N-di-Me",2,1.05E+02,8.40,8.40,1.11E-01,3.00E+01,10.41,8,7.21E+01,3.36,11.77,2.04E-01,2.07E+01,14.20
5273,68309-95-5,DTXSID50892154,Ammonium zirconium carbonate,,,,,,,,6,2.58E+02,3.89,11.77,7.29E-01,7.39E+01,14.20
5274,683-10-3,DTXSID6041266,"1-Dodecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",2,5.65E+01,9.69,9.69,5.45E-02,1.62E+01,11.87,1,2.15E+01,13.94,13.94,1.63E-02,6.16E+00,16.63
5275,683-18-1,DTXSID8027292,Dibutyltin dichloride,1,3.91E+00,17.22,17.22,2.56E-03,1.12E+00,20.29,5,3.53E-01,3.94,11.77,9.98E-04,1.01E-01,14.20
5276,68333-22-2,DTXSID1028441,"Residues, petroleum, atmospheric",6,3.48E+00,4.06,7.97,1.27E-02,9.98E-01,9.93,,,,,,,
5277,68333-25-5,DTXSID1028443,"Distillates, petroleum, hydrodesulfurized light catalytic cracked",4,1.09E+01,5.94,7.97,3.96E-02,3.12E+00,9.93,,,,,,,
5278,68333-79-9,DTXSID3097842,Ammonium polyphosphates,5,1.31E+02,4.47,7.97,4.77E-01,3.75E+01,9.93,2,1.17E+02,6.04,11.77,9.95E-02,3.36E+01,14.20
5279,68334-05-4,DTXSID7097858,"Fatty acids, C18-unsatd., dimers, 2-ethylhexyl esters",2,4.75E+01,8.92,8.92,4.83E-02,1.36E+01,11.00,,,,,,,
5280,68334-30-5,DTXSID5028455,"Fuels, diesel",4,3.98E+00,5.48,7.97,1.45E-02,1.14E+00,9.93,4,2.66E+02,4.21,11.77,7.51E-01,7.61E+01,14.20
5281,6834-92-0,DTXSID7029669,Sodium metasilicate,,,,,,,,10,2.63E+01,2.57,11.77,2.23E-01,7.53E+00,14.20
5282,68359-37-5,DTXSID5035957,Cyfluthrin,30,3.21E+00,1.65,7.97,3.50E-02,9.18E-01,9.93,18,2.65E+00,1.95,11.77,2.24E-02,7.58E-01,14.20
5283,68390-58-9,DTXSID3097979,"Fatty acids, tall-oil, 1-methyl-1,2-ethanediyl esters",,,,,,,,3,2.58E+02,4.75,11.77,2.19E-01,7.39E+01,14.20
5284,68390-94-3,NODTXSID_68390-94-3,"Amides, C16-18 (even numbered), N,N'-ethylenebis",,,,,,,,2,2.58E+02,5.76,11.77,2.19E-01,7.39E+01,14.20
5285,68390-97-6,NODTXSID_68390-97-6,"N,N-dimethyl-C16-18-(even numbered)-alkyl-1-amines",8,8.17E+00,3.85,7.97,2.97E-02,2.34E+00,9.93,6,1.29E+01,3.65,11.77,3.66E-02,3.71E+00,14.20
5286,68391-03-7,DTXSID0098005,"Quaternary ammonium compounds, C12-18-alkyltrimethyl, chlorides",2,9.53E+00,8.98,8.98,9.65E-03,2.73E+00,11.07,,,,,,,
5287,68391-04-8,DTXSID8041747,C12-18-Alkyldimethylamines,8,9.68E+00,3.98,7.97,3.52E-02,2.77E+00,9.93,6,1.29E+01,3.60,11.77,3.66E-02,3.71E+00,14.20
5288,68391-08-2,DTXSID70883049,"Alcohols, C8-14, .gamma.-.omega.-perfluoro-  (2-Perfluoro-C6-12-alkyl ethanol) (Telomeric Mixture, C8:2 rich)",2,4.78E+00,10.83,10.83,4.28E-03,1.37E+00,13.15,5,2.20E+01,4.22,11.77,6.22E-02,6.31E+00,14.20
5289,68391-11-7,DTXSID4028462,"Pyridine, alkyl derivs.",1,6.05E+00,17.22,17.22,3.96E-03,1.73E+00,20.29,2,1.38E+01,6.52,11.77,1.17E-02,3.94E+00,14.20
5290,68409-80-3,DTXSID2098033,"Fatty acids, C6-19-branched, calcium salts",,,,,,,,1,1.93E+01,13.94,13.94,1.46E-02,5.54E+00,16.63
5291,68410-05-9,DTXSID4028466,"Distillates, petroleum, straight-run light",19,5.20E+00,2.64,7.97,5.68E-02,1.49E+00,9.93,,,,,,,
5292,68410-23-1,DTXSID9028467,"Fatty acids, C18-unsatd., dimers, reaction products with polyethylenepolyamines",2,1.91E+02,9.28,9.28,1.89E-01,5.48E+01,11.40,1,2.58E+02,13.94,13.94,1.95E-01,7.39E+01,16.63
5293,68410-71-9,DTXSID8028470,"Raffinates, petroleum, catalytic reformer ethylene glycol-water countercurrent exts.",19,5.20E+00,2.54,7.97,5.68E-02,1.49E+00,9.93,,,,,,,
5294,68410-96-8,DTXSID3028471,"Distillates, petroleum, hydrotreated middle, intermediate boiling",2,1.13E+01,10.58,10.58,1.03E-02,3.23E+00,12.87,,,,,,,
5295,68410-97-9,DTXSID8028472,"Distillates, petroleum, light distillate hydrotreating process, low-boiling",20,5.79E+00,2.50,7.97,6.32E-02,1.66E+00,9.93,2,9.11E+00,6.05,11.77,7.73E-03,2.61E+00,14.20
5296,68411-00-7,DTXSID8028474,"Alkenes, C>8",15,3.54E+01,2.34,7.97,3.86E-01,1.01E+01,9.93,54,2.21E+02,1.38,11.77,1.87E+00,6.32E+01,14.20
5297,68411-04-1,DTXSID40894501,"Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, [[3-(dimethylamino)propyl]amino]sulfonyl derivs.",2,1.91E+02,9.31,9.31,1.89E-01,5.48E+01,11.43,2,2.58E+02,6.24,11.77,2.19E-01,7.39E+01,14.20
5298,68411-20-1,DTXSID40987987,Butanal--aniline (1/1),2,3.02E+00,10.75,10.75,2.72E-03,8.66E-01,13.06,1,1.03E+02,13.94,13.94,7.80E-02,2.95E+01,16.63
5299,68411-27-8,DTXSID20894504,"Benzoic acid, C12-15-alkyl esters",5,1.51E+01,5.30,7.97,5.50E-02,4.33E+00,9.93,7,6.26E+01,3.52,11.77,1.77E-01,1.79E+01,14.20
5300,68411-30-3,DTXSID3029784,"Benzenesulfonic acid, C10-13-alkyl derivs., sodium salts",,,,,,,,5,3.90E+01,4.33,11.77,1.10E-01,1.12E+01,14.20
5301,68411-44-9,DTXSID8028476,"Benzene, butyl-, branched and linear",,,,,,,,1,5.09E+02,13.94,13.94,3.85E-01,1.46E+02,16.63
5302,68411-46-1,DTXSID3028477,"Benzenamine, N-phenyl-, reaction products with 2,4,4-trimethylpentene",3,1.94E+01,6.97,7.97,2.11E-02,5.55E+00,9.93,9,1.05E+01,3.21,11.77,2.97E-02,3.01E+00,14.20
5303,68411-76-7,DTXSID2028480,"Cyclohexane, oxidized, non-volatile residue",1,2.87E+00,17.22,17.22,1.87E-03,8.22E-01,20.29,,,,,,,
5304,68411-81-4,DTXSID7028481,"2-Imidazolidinone, 4,5-dihydroxy-1,3-bis(hydroxymethyl)-, methylated",2,4.68E+02,9.96,9.96,4.43E-01,1.34E+02,12.17,,,,,,,
5305,68411-90-5,DTXSID2028482,"Hexanedinitrile, hydrogenated, high-boiling fraction",3,4.88E+00,6.93,7.97,5.33E-03,1.40E+00,9.93,2,3.61E+00,7.90,11.77,3.06E-03,1.04E+00,14.20
5306,68411-97-2,DTXSID50891965,Cocoyl sarcosine,2,1.74E+01,9.79,9.79,1.67E-02,5.00E+00,11.98,5,1.26E+02,3.95,11.77,3.56E-01,3.61E+01,14.20
5307,68412-04-4,DTXSID7028483,"1,6-Octadiene, 7-methyl-3-methylene-, acetylated",6,1.77E+02,4.25,7.97,6.44E-01,5.07E+01,9.93,,,,,,,
5308,68412-14-6,DTXSID101011754,"Octadecanoic acid, reaction products with 2-[(2-aminoethyl)amino]ethanol and urea",,,,,,,,12,2.58E+02,3.03,11.77,2.19E+00,7.39E+01,14.20
5309,68412-15-7,DTXSID30988009,"Octadecanoic acid--N~1~,N~1'~-(ethane-1,2-diyl)di(ethane-1,2-diamine) (1/1)",,,,,,,,2,2.58E+02,6.06,11.77,2.19E-01,7.39E+01,14.20
5310,68412-26-0,DTXSID30894515,"Molybdenum, bis(N,N-dibutylcarbamodithioato-.kappa.S,.kappa.S')di-.mu.-oxodioxodi-, sulfurized",,,,,,,,3,2.58E+02,4.44,11.77,2.19E-01,7.39E+01,14.20
5311,68412-38-4,DTXSID9098147,C.I. Pigment Yellow 164,4,9.31E+01,5.66,7.97,3.39E-01,2.67E+01,9.93,6,2.58E+02,3.62,11.77,7.29E-01,7.39E+01,14.20
5312,68413-24-1,DTXSID0098188,"Cashew, nutshell liq., polymer with epichlorohydrin",2,4.78E+01,9.19,9.19,4.76E-02,1.37E+01,11.31,11,2.79E+01,2.35,11.77,2.36E-01,7.98E+00,14.20
5313,68413-47-8,DTXSID50867605,"Butanedioic acid, 2-[(dipropoxyphosphinothioyl)thio]-, 1,4-dibutyl ester",1,1.91E+01,17.22,17.22,1.25E-02,5.48E+00,20.29,3,2.34E+01,4.78,11.77,1.99E-02,6.71E+00,14.20
5314,68413-48-9,DTXSID10867606,"Butanedioic acid, 2-[[bis[(2-ethylhexyl)oxy]phosphinothioyl]thio]-, 1,4-dibutyl ester",,,,,,,,3,2.58E+02,4.87,11.77,2.19E-01,7.39E+01,14.20
5315,68413-60-5,DTXSID3071517,"Ferrate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]hydroxy-, diammonium, (PB-7-11'-121'3'3)-",3,3.39E+01,6.13,7.97,3.70E-02,9.73E+00,9.93,2,1.29E+02,6.41,11.77,1.09E-01,3.69E+01,14.20
5316,68424-19-1,DTXSID9098220,"Fatty acids, C16-18 and C18-unsatd., compds. with triethanolamine",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,8,1.93E+02,3.43,11.77,5.47E-01,5.54E+01,14.20
5317,68424-30-6,DTXSID50894517,"Carboxylic acids, C5-9, esters with pentaerythritol",1,2.77E+02,17.22,17.22,1.81E-01,7.94E+01,20.29,,,,,,,
5318,68424-31-7,DTXSID2028488,"Fatty acids, C5-10, esters with pentaerythritol",6,1.84E+02,4.78,7.97,6.68E-01,5.26E+01,9.93,2,3.74E+02,9.37,11.77,3.17E-01,1.07E+02,14.20
5319,68424-35-1,DTXSID3098232,"Fatty acids, C9-13-neo-, calcium salts",6,8.47E+01,3.97,7.97,3.08E-01,2.43E+01,9.93,,,,,,,
5320,68424-37-3,DTXSID7028489,"Fatty acids, C14-22",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,1,2.58E+02,13.94,13.94,1.95E-01,7.39E+01,16.63
5321,68424-38-4,DTXSID6028490,"Fatty acids, C16-18, sodium salts",3,5.00E+02,6.38,7.97,5.46E-01,1.43E+02,9.93,1,8.17E+02,13.94,13.94,6.18E-01,2.34E+02,16.63
5322,68424-43-1,DTXSID60892201,Lanolic acids,,,,,,,,3,1.79E+02,6.19,11.77,1.52E-01,5.12E+01,14.20
5323,68424-50-0,DTXSID2098243,"Fatty acids, tall-oil, C12-15-alkyl esters, sulfated, sodium salts",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,7,2.58E+02,3.50,11.77,7.29E-01,7.39E+01,14.20
5324,68424-85-1,DTXSID6028492,C12-16-Alkylbenzyldimethylammonium chlorides,8,9.71E+00,3.34,7.97,3.53E-02,2.78E+00,9.93,6,8.55E+00,3.71,11.77,2.42E-02,2.45E+00,14.20
5325,68425-15-0,DTXSID9040261,"Polysulfides, di-tert-dodecyl",4,1.61E+02,5.30,7.97,5.85E-01,4.61E+01,9.93,3,1.79E+02,5.51,11.77,1.52E-01,5.12E+01,14.20
5326,68425-16-1,DTXSID6028494,Bis(tert-nonyl) polysulfides,2,1.91E+02,8.61,8.61,1.99E-01,5.48E+01,10.65,2,2.58E+02,6.08,11.77,2.19E-01,7.39E+01,14.20
5327,68425-17-2,DTXSID1028495,"Syrups, hydrolyzed starch, hydrogenated",3,2.69E+01,5.88,7.97,2.93E-02,7.70E+00,9.93,1,1.80E+03,13.94,13.94,1.37E+00,5.17E+02,16.63
5328,68425-34-3,DTXSID1028497,"Petrolatum, petroleum, oxidized, calcium salt",3,7.59E+01,6.55,7.97,8.28E-02,2.17E+01,9.93,2,2.58E+02,6.04,11.77,2.19E-01,7.39E+01,14.20
5329,68425-57-0,DTXSID3098311,"Phosphoric acid, mixed decyl and octyl esters, compds. with diethanolamine",,,,,,,,2,2.82E+01,5.92,11.77,2.40E-02,8.09E+00,14.20
5330,68425-65-0,DTXSID1071533,"Aluminum, oxo(2-propanolato)-",,,,,,,,2,5.80E+01,6.19,11.77,4.92E-02,1.66E+01,14.20
5331,6842-62-2,NODTXSID_6842-62-2,1-chloro-3-(4-chlorophenoxy) benzene,2,6.62E+00,12.22,12.22,5.48E-03,1.90E+00,14.70,,,,,,,
5332,68427-35-0,DTXSID6041476,3-[5-(Aminosulfonyl)benzoxazol-2-yl]-7-(diethylamino)coumarin,,,,,,,,12,3.89E+02,1.84,11.77,3.30E+00,1.11E+02,14.20
5333,6843-49-8,NODTXSID_6843-49-8,5-Methyl-5-phenylhydantoin,1,1.22E+00,17.22,17.22,8.00E-04,3.51E-01,20.29,,,,,,,
5334,68439-50-9,DTXSID0041931,"Alcohols, C12-14, ethoxylated",3,1.09E+02,7.41,7.97,1.19E-01,3.13E+01,9.93,,,,,,,
5335,68439-57-6,DTXSID1028499,"Sulfonic acids, C14-?16-?alkane hydroxy and C14-?16-?alkene, sodium salts",,,,,,,,8,8.02E+00,3.27,11.77,2.27E-02,2.30E+00,14.20
5336,68439-70-3,DTXSID4029438,"Amines, C12-16-alkyldimethyl",8,9.74E+00,3.61,7.97,3.54E-02,2.79E+00,9.93,6,1.29E+01,3.62,11.77,3.66E-02,3.71E+00,14.20
5337,68440-09-5,DTXSID7098371,"Fatty acids, lanolin, esters with pentaerythritol",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,,,,,,,
5338,68440-34-6,DTXSID3029441,"Fatty acids, tallow, zinc salts",,,,,,,,3,1.58E+01,6.12,11.77,1.34E-02,4.54E+00,14.20
5339,68441-62-3,DTXSID401012399,"2-Butyne-1,4-diol, polymer with 2-(chloromethyl)oxirane, brominated, dehydrochlorinated, methoxylated",2,1.68E+01,11.79,11.79,1.42E-02,4.82E+00,14.23,4,9.97E+01,4.26,11.77,2.82E-01,2.86E+01,14.20
5340,68441-68-9,DTXSID3029443,"Decanoic acid, mixed esters with octanoic acid and pentaerythritol",,,,,,,,3,1.79E+02,5.44,11.77,1.52E-01,5.12E+01,14.20
5341,68441-94-1,DTXSID0042036,Heptanoic acid mixed esters with pentaerythritol and valeric acid,1,2.77E+02,17.22,17.22,1.81E-01,7.94E+01,20.29,,,,,,,
5342,68442-22-8,DTXSID4098512,"Phosphorodithioic acid, mixed O,O-bis(2-ethylhexyl and iso-Bu) esters, zinc salts",2,2.70E+01,7.97,7.97,2.95E-02,7.75E+00,9.93,17,1.55E+01,1.83,11.77,1.31E-01,4.43E+00,14.20
5343,68442-68-2,DTXSID8029444,Styrenated diphenylamine,2,4.53E+01,8.96,8.96,4.60E-02,1.30E+01,11.05,7,7.30E+01,3.48,11.77,2.06E-01,2.09E+01,14.20
5344,68443-84-5,DTXSID40894526,"Isononanoic acid, triester with 2,2'-[oxybis(methylene)]bis[2-(hydroxymethyl)-1,3-propanediol] tris(2-ethylhexanoate)",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,2,1.49E+01,6.63,11.77,1.26E-02,4.26E+00,14.20
5345,68457-13-6,DTXSID2028511,"Cobalt, borate neodecanoate complexes",5,1.87E+00,5.01,7.97,6.81E-03,5.36E-01,9.93,,,,,,,
5346,68457-79-4,DTXSID2028513,"Phosphorodithioic acid, mixed O,O-bis(iso-Bu and pentyl) esters, zinc salts",1,3.06E+01,17.22,17.22,2.00E-02,8.76E+00,20.29,13,2.59E+01,2.05,11.77,2.20E-01,7.42E+00,14.20
5347,68459-67-6,DTXSID6098756,"Castor oil, ester with glycerol",,,,,,,,3,2.58E+02,5.09,11.77,2.19E-01,7.39E+01,14.20
5348,6846-50-0,DTXSID1027635,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",11,9.72E+01,2.51,7.97,1.06E+00,2.78E+01,9.93,13,1.60E+02,1.95,11.77,1.36E+00,4.59E+01,14.20
5349,68475-70-7,DTXSID3029786,"Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived",,,,,,,,3,1.44E+01,6.40,11.77,1.22E-02,4.12E+00,14.20
5350,68475-76-3,DTXSID2098794,"Flue dust, portland cement",,,,,,,,2,7.10E+01,9.00,11.77,6.02E-02,2.03E+01,14.20
5351,68475-79-6,DTXSID7028518,"Distillates, petroleum, catalytic reformed depentanizer",19,5.20E+00,2.61,7.97,5.68E-02,1.49E+00,9.93,,,,,,,
5352,68475-80-9,DTXSID2028519,"Distillates, petroleum, light steam-cracked naphtha",4,1.37E+01,5.56,7.97,4.97E-02,3.91E+00,9.93,2,1.29E+02,6.25,11.77,1.09E-01,3.69E+01,14.20
5353,68475-94-5,DTXSID3098810,"Fatty acids, C18-unsatd., dimers, polymers with epichlorohydrin",,,,,,,,2,4.30E+00,7.03,11.77,3.64E-03,1.23E+00,14.20
5354,68476-30-2,DTXSID1028526,"Fuel oil, No. 2",4,1.11E+01,5.13,7.97,4.03E-02,3.17E+00,9.93,4,2.66E+02,4.27,11.77,7.51E-01,7.61E+01,14.20
5355,68476-31-3,DTXSID6028527,"Fuel oil, No. 4",4,7.07E+00,5.31,7.97,2.57E-02,2.03E+00,9.93,4,2.66E+02,4.24,11.77,7.51E-01,7.61E+01,14.20
5356,68476-32-4,DTXSID1028528,"Fuel oil, residues-straight-run gas oils, high-sulfur",6,3.48E+00,4.42,7.97,1.27E-02,9.98E-01,9.93,,,,,,,
5357,68476-33-5,DTXSID6028529,"Fuel oil, residual",6,3.48E+00,4.42,7.97,1.27E-02,9.98E-01,9.93,,,,,,,
5358,68476-34-6,DTXSID5028530,"Fuels, diesel, No. 2",4,4.40E+00,5.34,7.97,1.60E-02,1.26E+00,9.93,4,2.66E+02,4.04,11.77,7.51E-01,7.61E+01,14.20
5359,68476-45-9,DTXSID0028535,"Hydrocarbons, C5-10 arom. conc., ethylene-manuf.-by-product",,,,,,,,1,6.45E+00,13.94,13.94,4.88E-03,1.85E+00,16.63
5360,68476-46-0,DTXSID5028536,"Hydrocarbons, C3-11, catalytic cracker distillates",19,5.20E+00,2.61,7.97,5.68E-02,1.49E+00,9.93,,,,,,,
5361,68476-50-6,DTXSID0028539,"Hydrocarbons, C.gtoreq.5, C5-6-rich",19,5.20E+00,2.64,7.97,5.68E-02,1.49E+00,9.93,,,,,,,
5362,68476-52-8,DTXSID9028540,"Hydrocarbons, C4, ethylene-manuf.-by-product",1,2.84E+01,17.22,17.22,1.86E-02,8.14E+00,20.29,,,,,,,
5363,68476-55-1,DTXSID9028542,"Hydrocarbons, C5-rich",22,5.92E+00,2.38,7.97,6.46E-02,1.70E+00,9.93,5,5.24E+01,4.51,11.77,1.48E-01,1.50E+01,14.20
5364,68476-80-2,DTXSID4028545,"Fats and Glyceridic oils, vegetable, deodorizer distillates",17,5.87E+02,2.07,7.97,6.41E+00,1.68E+02,9.93,3,7.02E+01,5.30,11.77,5.95E-02,2.01E+01,14.20
5365,68477-33-8,DTXSID8028553,"Gases, petroleum, C3-4, isobutane-rich",1,2.84E+01,17.22,17.22,1.86E-02,8.14E+00,20.29,,,,,,,
5366,68477-35-0,DTXSID8028555,"Distillates, petroleum, C3-6, piperylene-rich",3,1.34E+01,6.61,7.97,1.47E-02,3.85E+00,9.93,2,2.58E+02,6.12,11.77,2.19E-01,7.39E+01,14.20
5367,68477-38-3,DTXSID0098895,"Distillates (petroleum), cracked steam-cracked petroleum distillates",4,1.37E+01,5.78,7.97,4.97E-02,3.91E+00,9.93,2,1.29E+02,6.12,11.77,1.09E-01,3.69E+01,14.20
5368,68477-39-4,DTXSID5098896,"Distillates (petroleum), cracked stripped steam-cracked petroleum distillates, C8-10 fraction",3,2.16E+01,7.82,7.97,2.36E-02,6.19E+00,9.93,,,,,,,
5369,68477-40-7,DTXSID3029788,"Distillates, petroleum, cracked stripped steam-cracked petroleum distillates, C10-12 fraction",5,1.94E+01,5.03,7.97,7.07E-02,5.57E+00,9.93,15,1.63E+01,2.06,11.77,1.38E-01,4.67E+00,14.20
5370,68477-42-9,DTXSID3028556,"Gases, petroleum, extractive, C3-5, butene-isobutylene-rich",1,2.84E+01,17.22,17.22,1.86E-02,8.14E+00,20.29,,,,,,,
5371,68477-50-9,DTXSID7098903,"Distillates (petroleum), polymd. steam-cracked petroleum distillates, C5-12 fraction",9,1.43E+01,3.55,7.97,5.22E-02,4.11E+00,9.93,16,1.87E+01,2.07,11.77,1.59E-01,5.36E+00,14.20
5372,68477-53-2,DTXSID8029789,"Distillates, petroleum, steam-cracked, C5-12 fraction",8,1.38E+01,3.90,7.97,5.03E-02,3.96E+00,9.93,15,1.42E+01,2.02,11.77,1.21E-01,4.08E+00,14.20
5373,68477-54-3,DTXSID3028558,"Distillates, petroleum, steam-cracked, C8-12 fraction",16,1.33E+01,2.24,7.97,1.45E-01,3.81E+00,9.93,28,2.02E+01,1.66,11.77,1.71E-01,5.79E+00,14.20
5374,68478-08-0,DTXSID4028597,"Naphtha, petroleum, light steam-cracked, C5-fraction, oligomer conc.",,,,,,,,1,5.16E+00,13.94,13.94,3.90E-03,1.48E+00,16.63
5375,68478-10-4,DTXSID9028598,"Naphtha, petroleum, light steam-cracked, debenzenized, C8-16-cycloalkadiene conc.",7,1.00E+01,4.13,7.97,3.64E-02,2.87E+00,9.93,16,1.71E+01,1.97,11.77,1.45E-01,4.89E+00,14.20
5376,68478-17-1,DTXSID1028603,"Residues, petroleum, heavy coker gas oil and vacuum gas oil",6,3.48E+00,4.15,7.97,1.27E-02,9.98E-01,9.93,,,,,,,
5377,68479-98-1,DTXSID0028618,Diethylmethylbenzenediamine,1,1.68E+00,17.22,17.22,1.10E-03,4.80E-01,20.29,5,7.70E-01,3.97,11.77,2.18E-03,2.21E-01,14.20
5378,68489-14-5,NODTXSID_68489-14-5,"ethyl 2-{[(1R,2S,5R)-5-methyl-2-(propan-2-yl)cyclohexyl]formamido}acetate",1,1.43E+01,17.22,17.22,9.37E-03,4.11E+00,20.29,,,,,,,
5379,68512-13-0,DTXSID90894531,"Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, brominated chlorinated",20,1.45E+02,2.30,7.97,1.59E+00,4.17E+01,9.93,5,2.58E+02,3.84,11.77,7.29E-01,7.39E+01,14.20
5380,68512-62-9,DTXSID4028622,"Residues, petroleum, light vacuum",6,3.48E+00,4.36,7.97,1.27E-02,9.98E-01,9.93,,,,,,,
5381,68512-65-2,DTXSID9099080,"Resin acids and Rosin acids, esters with ethylene glycol",,,,,,,,1,5.53E+01,13.94,13.94,4.18E-02,1.58E+01,16.63
5382,68513-02-0,DTXSID9028625,"Naphtha, petroleum, full-range coker",19,5.20E+00,2.53,7.97,5.68E-02,1.49E+00,9.93,,,,,,,
5383,68513-03-1,DTXSID4028626,"Naphtha, petroleum, light catalytic reformed, arom.-free",19,5.20E+00,2.57,7.97,5.68E-02,1.49E+00,9.93,,,,,,,
5384,68513-69-9,DTXSID7028641,"Residues, petroleum, steam-cracked light",6,1.28E+01,4.33,7.97,4.66E-02,3.67E+00,9.93,2,1.29E+02,6.29,11.77,1.09E-01,3.69E+01,14.20
5385,68514-28-3,DTXSID3099200,"Humic acids, potassium salts",4,4.81E+01,5.28,7.97,1.75E-01,1.38E+01,9.93,8,1.34E+02,3.30,11.77,3.78E-01,3.83E+01,14.20
5386,68514-35-2,DTXSID30873784,"Hydrocarbons, C14-?30, olefin-?rich",2,1.91E+02,8.47,8.47,2.01E-01,5.48E+01,10.49,2,2.58E+02,5.89,11.77,2.19E-01,7.39E+01,14.20
5387,68514-38-5,DTXSID6028650,"Hydrocarbons, C4-10-unsatd.",2,1.91E+02,8.78,8.78,1.96E-01,5.48E+01,10.84,2,2.58E+02,6.37,11.77,2.19E-01,7.39E+01,14.20
5388,68514-79-4,DTXSID6028656,"Petroleum products, hydrofiner-powerformer reformates",19,5.20E+00,2.63,7.97,5.68E-02,1.49E+00,9.93,,,,,,,
5389,68515-40-2,DTXSID0028660,"1,2-Benzenedicarboxylic acid, benzyl C7-9-branched and linear alkyl esters",4,1.33E+01,5.35,7.97,4.83E-02,3.80E+00,9.93,,,,,,,
5390,68515-43-5,DTXSID5028661,"1,2-Benzenedicarboxylic acid, di-C9-11-branched and linear alkyl esters",2,5.91E+01,8.64,8.64,6.13E-02,1.69E+01,10.68,1,2.58E+02,13.94,13.94,1.95E-01,7.39E+01,16.63
5391,68515-47-9,DTXSID0028664,C13-Rich di-C11-14-branched alkyl phthalates,4,7.13E+01,5.53,7.97,2.59E-01,2.04E+01,9.93,2,9.11E+01,6.73,11.77,7.73E-02,2.61E+01,14.20
